リーグ名,チーム名,選手名,年度,日付,ストライクカウント,ボールカウント,結果
パリーグ,楽天,銀次,2014,04/08,2,3,二ゴロ
パリーグ,楽天,銀次,2014,04/08,2,3,右安(1)
パリーグ,楽天,銀次,2014,04/08,2,3,四球
パリーグ,楽天,銀次,2014,04/06,2,3,投ゴロ
パリーグ,楽天,銀次,2014,04/06,0,2,遊併打
パリーグ,楽天,銀次,2014,04/06,2,3,投ゴロ
パリーグ,楽天,銀次,2014,04/06,0,1,右安(1)
パリーグ,楽天,銀次,2014,04/05,2,2,遊ゴロ
パリーグ,楽天,銀次,2014,04/05,2,0,二併打
パリーグ,楽天,銀次,2014,04/05,0,0,左飛
パリーグ,楽天,銀次,2014,04/05,2,3,中安(1)
パリーグ,楽天,銀次,2014,04/04,1,0,左飛
パリーグ,楽天,銀次,2014,04/04,0,1,左安
パリーグ,楽天,銀次,2014,04/04,0,0,左飛
パリーグ,楽天,銀次,2014,04/04,1,1,左安
パリーグ,楽天,銀次,2014,04/04,2,1,遊ゴロ
パリーグ,楽天,銀次,2014,04/03,1,0,一ゴロ
パリーグ,楽天,銀次,2014,04/03,0,1,左飛
パリーグ,楽天,銀次,2014,04/03,1,2,中飛
パリーグ,楽天,銀次,2014,04/03,2,3,空三振
パリーグ,楽天,銀次,2014,04/02,1,0,二ゴロ
パリーグ,楽天,銀次,2014,04/02,2,0,中飛
パリーグ,楽天,銀次,2014,04/02,1,2,中安
パリーグ,楽天,銀次,2014,04/02,0,0,左安
パリーグ,楽天,銀次,2014,04/01,0,0,遊失
パリーグ,楽天,銀次,2014,04/01,2,1,遊ゴロ
パリーグ,楽天,銀次,2014,04/01,0,2,左飛
パリーグ,楽天,銀次,2014,04/01,2,1,空三振
パリーグ,楽天,銀次,2014,03/30,1,2,一失
パリーグ,楽天,銀次,2014,03/30,2,3,中安
パリーグ,楽天,銀次,2014,03/30,2,3,中飛
パリーグ,楽天,銀次,2014,03/30,1,3,四球
パリーグ,楽天,銀次,2014,03/30,0,3,一ゴロ
パリーグ,楽天,銀次,2014,03/29,2,1,遊ゴロ(1)
パリーグ,楽天,銀次,2014,03/29,2,1,空三振
パリーグ,楽天,銀次,2014,03/29,2,1,左安(1)
パリーグ,楽天,銀次,2014,03/29,2,1,投ゴロ
パリーグ,楽天,銀次,2014,03/29,0,2,投ゴロ
パリーグ,楽天,銀次,2014,03/28,1,0,二ゴロ
パリーグ,楽天,銀次,2014,03/28,2,0,左安
パリーグ,楽天,銀次,2014,03/28,0,0,三飛
パリーグ,楽天,銀次,2014,03/28,2,2,空三振
パリーグ,楽天,松井　稼頭央,2014,10/07,1,0,中安
パリーグ,楽天,松井　稼頭央,2014,10/07,2,2,空三振
パリーグ,楽天,松井　稼頭央,2014,10/07,2,2,空三振
パリーグ,楽天,松井　稼頭央,2014,10/07,1,0,二ゴロ
パリーグ,楽天,松井　稼頭央,2014,10/07,1,0,中安(1)
パリーグ,楽天,松井　稼頭央,2014,10/04,2,1,遊ゴロ
パリーグ,楽天,松井　稼頭央,2014,10/04,2,3,四球
パリーグ,楽天,松井　稼頭央,2014,10/04,2,1,捕飛
パリーグ,楽天,松井　稼頭央,2014,10/04,0,3,四球
パリーグ,楽天,松井　稼頭央,2014,10/03,1,1,右安
パリーグ,楽天,松井　稼頭央,2014,10/03,0,1,二ゴロ
パリーグ,楽天,松井　稼頭央,2014,10/03,2,3,右安(1)
パリーグ,楽天,松井　稼頭央,2014,10/03,2,3,二飛
パリーグ,楽天,松井　稼頭央,2014,10/01,1,0,三飛
パリーグ,楽天,松井　稼頭央,2014,10/01,1,2,中飛
パリーグ,楽天,松井　稼頭央,2014,10/01,0,1,右２(1)
パリーグ,楽天,松井　稼頭央,2014,10/01,2,2,見三振
パリーグ,楽天,松井　稼頭央,2014,09/30,0,1,右２
パリーグ,楽天,松井　稼頭央,2014,09/30,0,0,三ゴロ
パリーグ,楽天,松井　稼頭央,2014,09/30,2,2,右安
パリーグ,楽天,松井　稼頭央,2014,09/30,2,1,二ゴロ
パリーグ,楽天,松井　稼頭央,2014,09/30,2,2,見三振
パリーグ,楽天,松井　稼頭央,2014,09/29,2,1,見三振
パリーグ,楽天,松井　稼頭央,2014,09/29,2,2,投ゴロ
パリーグ,楽天,松井　稼頭央,2014,09/29,0,0,中安
パリーグ,楽天,松井　稼頭央,2014,09/29,2,1,二直
パリーグ,楽天,松井　稼頭央,2014,09/28,1,2,右本(1)
パリーグ,楽天,松井　稼頭央,2014,09/28,1,2,右犠飛(1)
パリーグ,楽天,松井　稼頭央,2014,09/28,2,3,空三振
パリーグ,楽天,松井　稼頭央,2014,09/28,0,3,四球
パリーグ,楽天,松井　稼頭央,2014,09/27,1,1,一ゴロ
パリーグ,楽天,松井　稼頭央,2014,09/27,2,1,中飛
パリーグ,楽天,松井　稼頭央,2014,09/27,2,3,四球
パリーグ,楽天,松井　稼頭央,2014,09/27,2,1,左飛
パリーグ,楽天,松井　稼頭央,2014,09/26,2,3,右安
パリーグ,楽天,松井　稼頭央,2014,09/26,2,3,四球(1)
パリーグ,楽天,松井　稼頭央,2014,09/26,2,1,右安
パリーグ,楽天,松井　稼頭央,2014,09/26,1,1,三飛
パリーグ,楽天,松井　稼頭央,2014,09/25,2,3,右２(1)
パリーグ,楽天,松井　稼頭央,2014,09/25,1,3,右犠飛(1)
パリーグ,楽天,松井　稼頭央,2014,09/25,2,3,右２(1)
パリーグ,楽天,松井　稼頭央,2014,09/25,2,3,空三振
パリーグ,楽天,松井　稼頭央,2014,09/25,2,1,空三振
パリーグ,楽天,松井　稼頭央,2014,09/24,2,2,遊ゴロ
パリーグ,楽天,松井　稼頭央,2014,09/24,1,2,遊ゴロ
パリーグ,楽天,松井　稼頭央,2014,09/24,1,1,中飛
パリーグ,楽天,松井　稼頭央,2014,09/23,0,3,四球
パリーグ,楽天,松井　稼頭央,2014,09/23,0,3,四球
パリーグ,楽天,松井　稼頭央,2014,09/23,2,1,空三振
パリーグ,楽天,松井　稼頭央,2014,09/21,2,2,右本(3)
パリーグ,楽天,松井　稼頭央,2014,09/21,2,0,空三振
パリーグ,楽天,松井　稼頭央,2014,09/21,2,2,空三振
パリーグ,楽天,松井　稼頭央,2014,09/21,1,1,中犠飛(1)
パリーグ,楽天,松井　稼頭央,2014,09/20,1,1,二ゴロ
パリーグ,楽天,松井　稼頭央,2014,09/20,2,1,三失
パリーグ,楽天,松井　稼頭央,2014,09/19,2,3,一ゴロ
パリーグ,楽天,松井　稼頭央,2014,09/19,1,0,一ゴロ
パリーグ,楽天,松井　稼頭央,2014,09/19,2,0,見三振
パリーグ,楽天,松井　稼頭央,2014,09/18,0,0,一ゴロ
パリーグ,楽天,松井　稼頭央,2014,09/18,2,3,空三振
パリーグ,楽天,松井　稼頭央,2014,09/18,2,0,空三振
パリーグ,楽天,松井　稼頭央,2014,09/18,0,1,遊併打
パリーグ,楽天,松井　稼頭央,2014,09/17,1,3,四球
パリーグ,楽天,松井　稼頭央,2014,09/15,1,1,一ゴロ
パリーグ,楽天,松井　稼頭央,2014,09/15,1,3,四球
パリーグ,楽天,松井　稼頭央,2014,09/15,0,1,三飛
パリーグ,楽天,松井　稼頭央,2014,09/15,2,1,捕邪飛
パリーグ,楽天,松井　稼頭央,2014,09/14,2,0,空三振
パリーグ,楽天,松井　稼頭央,2014,09/13,1,2,遊飛
パリーグ,楽天,松井　稼頭央,2014,09/13,0,0,遊飛
パリーグ,楽天,松井　稼頭央,2014,09/13,0,2,右飛
パリーグ,楽天,松井　稼頭央,2014,09/13,2,3,中飛
パリーグ,楽天,松井　稼頭央,2014,09/13,1,2,中安
パリーグ,楽天,松井　稼頭央,2014,09/10,2,1,遊安
パリーグ,楽天,松井　稼頭央,2014,09/10,1,1,三飛
パリーグ,楽天,松井　稼頭央,2014,09/10,0,1,右飛
パリーグ,楽天,松井　稼頭央,2014,09/10,2,3,遊飛
パリーグ,楽天,松井　稼頭央,2014,09/09,1,2,遊ゴロ
パリーグ,楽天,松井　稼頭央,2014,09/09,2,2,中飛
パリーグ,楽天,松井　稼頭央,2014,09/09,1,2,左２
パリーグ,楽天,松井　稼頭央,2014,09/09,1,2,遊安
パリーグ,楽天,松井　稼頭央,2014,09/09,2,1,空三振
パリーグ,楽天,松井　稼頭央,2014,09/08,2,2,見三振
パリーグ,楽天,松井　稼頭央,2014,09/08,2,2,捕邪飛
パリーグ,楽天,松井　稼頭央,2014,09/08,0,0,右飛
パリーグ,楽天,松井　稼頭央,2014,09/08,2,1,見三振
パリーグ,楽天,松井　稼頭央,2014,09/08,0,0,左本(2)
パリーグ,楽天,松井　稼頭央,2014,09/07,0,1,一邪飛
パリーグ,楽天,松井　稼頭央,2014,09/07,1,3,四球
パリーグ,楽天,松井　稼頭央,2014,09/07,1,0,左飛
パリーグ,楽天,松井　稼頭央,2014,09/07,2,2,二飛
パリーグ,楽天,松井　稼頭央,2014,09/06,2,1,左飛
パリーグ,楽天,松井　稼頭央,2014,09/06,1,0,遊直
パリーグ,楽天,松井　稼頭央,2014,09/06,1,0,中飛
パリーグ,楽天,松井　稼頭央,2014,09/06,0,1,右安
パリーグ,楽天,松井　稼頭央,2014,09/05,1,1,左安
パリーグ,楽天,松井　稼頭央,2014,09/05,2,3,空三振
パリーグ,楽天,松井　稼頭央,2014,09/05,0,0,中飛
パリーグ,楽天,松井　稼頭央,2014,09/05,0,0,左安
パリーグ,楽天,松井　稼頭央,2014,09/03,2,1,空三振
パリーグ,楽天,松井　稼頭央,2014,09/03,1,3,四球
パリーグ,楽天,松井　稼頭央,2014,09/03,2,3,空三振
パリーグ,楽天,松井　稼頭央,2014,09/03,2,3,四球
パリーグ,楽天,松井　稼頭央,2014,09/02,2,2,左飛
パリーグ,楽天,松井　稼頭央,2014,09/02,1,1,一ゴロ
パリーグ,楽天,松井　稼頭央,2014,09/02,1,1,中安
パリーグ,楽天,松井　稼頭央,2014,09/02,0,0,死球
パリーグ,楽天,松井　稼頭央,2014,09/02,1,3,四球
パリーグ,楽天,松井　稼頭央,2014,08/31,1,2,左本(1)
パリーグ,楽天,松井　稼頭央,2014,08/31,1,3,右飛
パリーグ,楽天,松井　稼頭央,2014,08/31,2,2,中安
パリーグ,楽天,松井　稼頭央,2014,08/31,1,0,二ゴロ
パリーグ,楽天,松井　稼頭央,2014,08/31,1,2,中飛
パリーグ,楽天,松井　稼頭央,2014,08/31,2,1,中安(1)
パリーグ,楽天,松井　稼頭央,2014,08/30,0,0,一安
パリーグ,楽天,松井　稼頭央,2014,08/30,1,0,中飛
パリーグ,楽天,松井　稼頭央,2014,08/30,2,3,一ゴロ
パリーグ,楽天,松井　稼頭央,2014,08/30,2,3,左２(1)
パリーグ,楽天,松井　稼頭央,2014,08/30,2,3,右安(1)
パリーグ,楽天,松井　稼頭央,2014,08/29,2,3,四球
パリーグ,楽天,松井　稼頭央,2014,08/29,2,3,遊ゴロ
パリーグ,楽天,松井　稼頭央,2014,08/29,1,0,右安
パリーグ,楽天,松井　稼頭央,2014,08/29,2,2,中安(1)
パリーグ,楽天,松井　稼頭央,2014,08/29,2,2,三ゴロ
パリーグ,楽天,松井　稼頭央,2014,08/28,1,1,中安
パリーグ,楽天,松井　稼頭央,2014,08/28,1,3,一ゴロ
パリーグ,楽天,松井　稼頭央,2014,08/28,2,3,空三振
パリーグ,楽天,松井　稼頭央,2014,08/28,2,1,左安
パリーグ,楽天,松井　稼頭央,2014,08/26,2,1,一ゴロ
パリーグ,楽天,松井　稼頭央,2014,08/26,2,1,一ゴロ
パリーグ,楽天,松井　稼頭央,2014,08/26,1,3,中飛
パリーグ,楽天,松井　稼頭央,2014,08/26,2,3,四球
パリーグ,楽天,松井　稼頭央,2014,08/26,0,2,一飛
パリーグ,楽天,松井　稼頭央,2014,08/24,0,0,中安
パリーグ,楽天,松井　稼頭央,2014,08/24,0,1,中本(3)
パリーグ,楽天,松井　稼頭央,2014,08/24,1,1,遊ゴロ
パリーグ,楽天,松井　稼頭央,2014,08/24,2,0,左飛
パリーグ,楽天,松井　稼頭央,2014,08/24,1,1,左安(1)
パリーグ,楽天,松井　稼頭央,2014,08/23,1,0,右安
パリーグ,楽天,松井　稼頭央,2014,08/23,1,2,一ゴロ
パリーグ,楽天,松井　稼頭央,2014,08/23,2,2,左飛
パリーグ,楽天,松井　稼頭央,2014,08/23,1,1,右飛
パリーグ,楽天,松井　稼頭央,2014,08/22,2,2,空三振
パリーグ,楽天,松井　稼頭央,2014,08/22,2,2,右２
パリーグ,楽天,松井　稼頭央,2014,08/22,2,2,空三振
パリーグ,楽天,松井　稼頭央,2014,08/22,0,0,左飛
パリーグ,楽天,松井　稼頭央,2014,08/21,2,1,右安
パリーグ,楽天,松井　稼頭央,2014,08/21,1,0,捕邪飛
パリーグ,楽天,松井　稼頭央,2014,08/21,1,0,遊ゴロ
パリーグ,楽天,松井　稼頭央,2014,08/20,2,1,一ゴロ
パリーグ,楽天,松井　稼頭央,2014,08/20,2,1,投ゴロ
パリーグ,楽天,松井　稼頭央,2014,08/20,1,1,左２
パリーグ,楽天,松井　稼頭央,2014,08/20,2,2,二ゴロ
パリーグ,楽天,松井　稼頭央,2014,08/20,1,0,一ゴロ
パリーグ,楽天,松井　稼頭央,2014,08/17,2,2,左飛
パリーグ,楽天,松井　稼頭央,2014,08/17,1,2,右安
パリーグ,楽天,松井　稼頭央,2014,08/17,0,0,中飛
パリーグ,楽天,松井　稼頭央,2014,08/17,2,1,空三振
パリーグ,楽天,松井　稼頭央,2014,08/16,0,0,左２
パリーグ,楽天,松井　稼頭央,2014,08/16,2,0,投ゴロ
パリーグ,楽天,松井　稼頭央,2014,08/16,1,0,中安
パリーグ,楽天,松井　稼頭央,2014,08/16,1,2,右本(1)
パリーグ,楽天,松井　稼頭央,2014,08/16,0,1,三ゴロ
パリーグ,楽天,松井　稼頭央,2014,08/15,0,0,右安
パリーグ,楽天,松井　稼頭央,2014,08/15,0,3,四球
パリーグ,楽天,松井　稼頭央,2014,08/15,1,3,四球
パリーグ,楽天,松井　稼頭央,2014,08/15,1,0,左飛
パリーグ,楽天,松井　稼頭央,2014,08/15,0,0,投ゴロ
パリーグ,楽天,松井　稼頭央,2014,08/14,2,1,右２
パリーグ,楽天,松井　稼頭央,2014,08/14,0,1,右本(2)
パリーグ,楽天,松井　稼頭央,2014,08/14,2,3,四球
パリーグ,楽天,松井　稼頭央,2014,08/14,1,1,二ゴロ
パリーグ,楽天,松井　稼頭央,2014,08/13,2,1,空三振
パリーグ,楽天,松井　稼頭央,2014,08/13,2,1,一ゴロ
パリーグ,楽天,松井　稼頭央,2014,08/13,2,1,見三振
パリーグ,楽天,松井　稼頭央,2014,08/13,2,0,右安
パリーグ,楽天,松井　稼頭央,2014,08/07,1,3,中２(1)
パリーグ,楽天,松井　稼頭央,2014,08/06,1,2,中安
パリーグ,楽天,松井　稼頭央,2014,08/06,1,0,左２(1)
パリーグ,楽天,松井　稼頭央,2014,08/06,1,0,投ゴロ
パリーグ,楽天,松井　稼頭央,2014,08/06,2,0,空三振
パリーグ,楽天,松井　稼頭央,2014,08/03,1,0,一ゴロ
パリーグ,楽天,松井　稼頭央,2014,08/03,0,1,一併打
パリーグ,楽天,松井　稼頭央,2014,08/02,1,1,捕邪飛
パリーグ,楽天,松井　稼頭央,2014,08/02,2,2,遊飛
パリーグ,楽天,松井　稼頭央,2014,08/02,0,1,二直
パリーグ,楽天,松井　稼頭央,2014,08/02,2,2,遊ゴロ
パリーグ,楽天,松井　稼頭央,2014,08/02,2,1,空三振
パリーグ,楽天,松井　稼頭央,2014,08/01,2,1,空三振
パリーグ,楽天,松井　稼頭央,2014,08/01,0,1,左飛
パリーグ,楽天,松井　稼頭央,2014,08/01,1,1,右安
パリーグ,楽天,松井　稼頭央,2014,08/01,2,2,中３(1)
パリーグ,楽天,松井　稼頭央,2014,07/31,1,0,一ゴロ
パリーグ,楽天,松井　稼頭央,2014,07/31,1,1,右安
パリーグ,楽天,松井　稼頭央,2014,07/31,1,0,投ゴロ
パリーグ,楽天,松井　稼頭央,2014,07/31,0,0,一ゴロ
パリーグ,楽天,松井　稼頭央,2014,07/31,1,3,四球
パリーグ,楽天,松井　稼頭央,2014,07/30,2,2,空三振
パリーグ,楽天,松井　稼頭央,2014,07/30,1,0,右飛
パリーグ,楽天,松井　稼頭央,2014,07/30,1,3,右安
パリーグ,楽天,松井　稼頭央,2014,07/30,2,0,二ゴロ
パリーグ,楽天,松井　稼頭央,2014,07/29,0,1,二ゴロ
パリーグ,楽天,松井　稼頭央,2014,07/29,2,1,左安
パリーグ,楽天,松井　稼頭央,2014,07/29,1,1,一邪飛
パリーグ,楽天,松井　稼頭央,2014,07/29,2,2,二併打
パリーグ,楽天,松井　稼頭央,2014,07/27,2,0,左安
パリーグ,楽天,松井　稼頭央,2014,07/27,2,0,三ゴロ
パリーグ,楽天,松井　稼頭央,2014,07/27,1,0,二飛
パリーグ,楽天,松井　稼頭央,2014,07/27,1,0,左飛
パリーグ,楽天,松井　稼頭央,2014,07/27,2,1,左飛
パリーグ,楽天,松井　稼頭央,2014,07/26,0,0,中安
パリーグ,楽天,松井　稼頭央,2014,07/26,2,0,左犠飛(1)
パリーグ,楽天,松井　稼頭央,2014,07/26,2,3,四球
パリーグ,楽天,松井　稼頭央,2014,07/26,0,0,二ゴロ
パリーグ,楽天,松井　稼頭央,2014,07/25,0,1,中飛
パリーグ,楽天,松井　稼頭央,2014,07/25,2,0,左飛
パリーグ,楽天,松井　稼頭央,2014,07/25,0,1,二ゴロ
パリーグ,楽天,松井　稼頭央,2014,07/25,2,1,右飛
パリーグ,楽天,松井　稼頭央,2014,07/23,2,0,空三振
パリーグ,楽天,松井　稼頭央,2014,07/23,0,2,二飛
パリーグ,楽天,松井　稼頭央,2014,07/23,2,2,二併打
パリーグ,楽天,松井　稼頭央,2014,07/23,2,3,空三振
パリーグ,楽天,松井　稼頭央,2014,07/22,2,3,右安
パリーグ,楽天,松井　稼頭央,2014,07/22,1,3,四球
パリーグ,楽天,松井　稼頭央,2014,07/22,2,3,中飛
パリーグ,楽天,松井　稼頭央,2014,07/22,2,1,右飛
パリーグ,楽天,松井　稼頭央,2014,07/22,2,2,遊ゴロ
パリーグ,楽天,松井　稼頭央,2014,07/21,0,0,右飛
パリーグ,楽天,松井　稼頭央,2014,07/21,1,2,右安(1)
パリーグ,楽天,松井　稼頭央,2014,07/21,1,0,右安
パリーグ,楽天,松井　稼頭央,2014,07/21,2,1,二ゴロ
パリーグ,楽天,松井　稼頭央,2014,07/16,2,3,一ゴロ
パリーグ,楽天,松井　稼頭央,2014,07/16,2,3,空三振
パリーグ,楽天,松井　稼頭央,2014,07/16,2,2,中安
パリーグ,楽天,松井　稼頭央,2014,07/15,2,2,空三振
パリーグ,楽天,松井　稼頭央,2014,07/11,1,2,遊ゴロ
パリーグ,楽天,松井　稼頭央,2014,07/11,2,1,空三振
パリーグ,楽天,松井　稼頭央,2014,07/11,1,2,左安
パリーグ,楽天,松井　稼頭央,2014,07/11,2,3,右２(1)
パリーグ,楽天,松井　稼頭央,2014,07/11,1,0,左飛
パリーグ,楽天,松井　稼頭央,2014,07/10,1,2,二ゴロ
パリーグ,楽天,松井　稼頭央,2014,07/10,1,0,左飛
パリーグ,楽天,松井　稼頭央,2014,07/10,2,1,投安
パリーグ,楽天,松井　稼頭央,2014,07/10,0,0,一ゴロ
パリーグ,楽天,松井　稼頭央,2014,07/10,2,2,左安
パリーグ,楽天,松井　稼頭央,2014,07/09,1,0,中２
パリーグ,楽天,松井　稼頭央,2014,07/09,0,0,右安
パリーグ,楽天,松井　稼頭央,2014,07/09,2,2,空三振
パリーグ,楽天,松井　稼頭央,2014,07/09,2,0,投ゴロ
パリーグ,楽天,松井　稼頭央,2014,07/08,1,1,中安
パリーグ,楽天,松井　稼頭央,2014,07/08,2,2,中安
パリーグ,楽天,松井　稼頭央,2014,07/08,1,2,右２
パリーグ,楽天,松井　稼頭央,2014,07/08,0,0,右安
パリーグ,楽天,松井　稼頭央,2014,07/06,1,1,左飛
パリーグ,楽天,松井　稼頭央,2014,07/06,2,3,四球
パリーグ,楽天,松井　稼頭央,2014,07/06,1,0,左安
パリーグ,楽天,松井　稼頭央,2014,07/06,2,1,二飛
パリーグ,楽天,松井　稼頭央,2014,07/06,2,3,二ゴロ
パリーグ,楽天,松井　稼頭央,2014,07/05,0,0,左飛
パリーグ,楽天,松井　稼頭央,2014,07/05,2,2,一直
パリーグ,楽天,松井　稼頭央,2014,07/05,2,0,空三振
パリーグ,楽天,松井　稼頭央,2014,07/05,2,1,空三振
パリーグ,楽天,松井　稼頭央,2014,07/05,1,0,中安
パリーグ,楽天,松井　稼頭央,2014,07/04,0,0,右３
パリーグ,楽天,松井　稼頭央,2014,07/04,2,1,中安
パリーグ,楽天,松井　稼頭央,2014,07/04,2,3,右安
パリーグ,楽天,松井　稼頭央,2014,07/04,2,3,空三振
パリーグ,楽天,松井　稼頭央,2014,07/03,2,0,右２
パリーグ,楽天,松井　稼頭央,2014,07/03,2,3,空三振
パリーグ,楽天,松井　稼頭央,2014,07/03,1,3,四球
パリーグ,楽天,松井　稼頭央,2014,07/03,1,3,四球
パリーグ,楽天,松井　稼頭央,2014,07/03,2,1,中安
パリーグ,楽天,松井　稼頭央,2014,07/01,2,2,右安
パリーグ,楽天,松井　稼頭央,2014,07/01,2,3,四球
パリーグ,楽天,松井　稼頭央,2014,07/01,2,3,中２
パリーグ,楽天,松井　稼頭央,2014,07/01,2,2,遊併打
パリーグ,楽天,松井　稼頭央,2014,07/01,2,3,空三振
パリーグ,楽天,松井　稼頭央,2014,06/29,2,3,空三振
パリーグ,楽天,松井　稼頭央,2014,06/28,2,0,遊飛
パリーグ,楽天,松井　稼頭央,2014,06/28,0,0,三犠打
パリーグ,楽天,松井　稼頭央,2014,06/28,2,2,二ゴロ
パリーグ,楽天,松井　稼頭央,2014,06/27,2,1,遊ゴロ
パリーグ,楽天,松井　稼頭央,2014,06/27,2,1,左飛
パリーグ,楽天,松井　稼頭央,2014,06/27,0,0,右犠飛(1)
パリーグ,楽天,松井　稼頭央,2014,06/27,2,1,遊邪飛
パリーグ,楽天,松井　稼頭央,2014,06/19,1,0,二ゴロ
パリーグ,楽天,松井　稼頭央,2014,06/19,1,2,三邪飛
パリーグ,楽天,松井　稼頭央,2014,06/19,0,0,三ゴロ
パリーグ,楽天,松井　稼頭央,2014,06/19,0,0,左２
パリーグ,楽天,松井　稼頭央,2014,06/18,1,1,二ゴロ
パリーグ,楽天,松井　稼頭央,2014,06/18,2,3,空三振
パリーグ,楽天,松井　稼頭央,2014,06/15,1,0,三邪飛
パリーグ,楽天,松井　稼頭央,2014,06/15,2,2,空三振
パリーグ,楽天,松井　稼頭央,2014,06/15,2,3,四球
パリーグ,楽天,松井　稼頭央,2014,06/15,1,0,遊ゴロ
パリーグ,楽天,松井　稼頭央,2014,06/15,2,2,遊直
パリーグ,楽天,松井　稼頭央,2014,06/14,2,2,空三振
パリーグ,楽天,松井　稼頭央,2014,06/14,2,2,二ゴロ
パリーグ,楽天,松井　稼頭央,2014,06/14,1,0,一ゴロ
パリーグ,楽天,松井　稼頭央,2014,06/14,2,2,遊直
パリーグ,楽天,松井　稼頭央,2014,06/13,2,2,右飛
パリーグ,楽天,松井　稼頭央,2014,06/13,2,3,空三振
パリーグ,楽天,松井　稼頭央,2014,06/13,2,1,空三振
パリーグ,楽天,松井　稼頭央,2014,06/11,1,1,右安
パリーグ,楽天,松井　稼頭央,2014,06/11,0,0,投犠打
パリーグ,楽天,松井　稼頭央,2014,06/11,2,3,空三振
パリーグ,楽天,松井　稼頭央,2014,06/09,2,1,左２
